project_id,constituency_id,district,state,mp_name,work_category,sanctioned_amount,released_amount,expenditure_amount,sanction_date,completion_date,status,implementing_agency,contractor_name,contractor_reg_no,contractor_address,contractor_pan,latitude,longitude,completion_certificate,geo_photo_uploaded,financial_year
M-NAS-2024-0344,MH-03,Nashik,Maharashtra,MP Jeevika Sankaran,building,3911790,3575216,3380375,2024-11-20,2024-11-15,completed,District Rural Development Agency (DRDA),National Infra Conclave,REG-DL-990,"31/98, Maharaj Nagar, Nashik, PIN - 110001",NATIN3322R,20.033389,73.731767,False,False,2024-25
UP-VAR-2023-0345,UP-05,Varanasi,Uttar Pradesh,MP Janani Hari,building,4377889,4377889,4377889,2023-02-09,2024-01-01,completed,Water Supply & Sanitation Board,M/s Maa Durga Infrastructure,REG-BR-442,"814
Bajaj Chowk, Varanasi, PIN - 800001",MDUIN9988K,25.355381,82.948042,False,False,2023-24
WB-HOW-2024-0346,WB-02,Howrah,West Bengal,MP Advaith Dutta,sanitation,500460,429585,416355,2024-03-10,,stalled,Municipal Corporation Engineering Cell,Kothari Inc Builders,REG-906,"57/14, Bahl Path, Howrah, PIN - 765420",KRMAH2802I,22.519193,88.190724,False,False,2024-25
UP-LUC-2024-0347,UP-01,Lucknow,Uttar Pradesh,MP Arya Kohli,building,4024024,3976756,3851256,2024-07-05,2024-06-09,completed,District Rural Development Agency (DRDA),Shree Ram Construction,REG-UP-001,"H.No. 970
Ramaswamy Ganj, Lucknow, PIN - 225001",ABCDE1234F,26.793829,80.883822,True,True,2024-25
R-BIK-2023-0348,RJ-05,Bikaner,Rajasthan,MP Bimala Soni,road,1942480,1825817,1767287,2023-10-05,2024-04-18,completed,District Rural Development Agency (DRDA),Chakraborty Group Builders,REG-482,"83, Shetty Nagar, Bikaner, PIN - 465556",OBNTH9619M,28.042861,73.277821,True,True,2023-24
A-KAM-2023-0349,AS-01,Kamrup Metropolitan,Assam,MP Indali Bhat,road,2780000,2780000,2724400,2023-03-25,,ongoing,Water Supply & Sanitation Board,M/s Maa Durga Infrastructure,REG-BR-442,"H.No. 25, Samra Nagar, Kamrup Metropolitan, PIN - 800001",MDUIN9988K,26.082606,91.724593,False,False,2023-24
M-THA-2024-0350,MH-04,Thane,Maharashtra,MP Akshay Tella,sanitation,454169,452319,434305,2024-06-11,2024-07-11,completed,Public Works Department (PWD),Sandal-Ramakrishnan Builders,REG-745,"66/11, Vora Circle, Thane, PIN - 748448",QMLBG1284A,19.266643,73.002733,True,True,2024-25
B-PAT-2023-0351,BR-01,Patna,Bihar,MP Zinal Bedi,drainage,1385808,1322095,1288815,2023-10-23,2024-02-15,completed,District Rural Development Agency (DRDA),"Mody, Garde and Sundaram Builders",REG-258,"H.No. 679, Bajwa Nagar, Patna, PIN - 190913",CRNAI9371E,25.571974,85.090125,True,True,2023-24
R-BIK-2023-0352,RJ-05,Bikaner,Rajasthan,MP Karan Kuruvilla,sanitation,604164,604164,604164,2023-05-15,2023-08-19,completed,Public Works Department (PWD),National Infra Conclave,REG-DL-990,"H.No. 287, Din Nagar, Bikaner, PIN - 110001",NATIN3322R,28.075351,73.240839,False,False,2023-24
O-KHO-2024-0353,OD-01,Khordha,Odisha,MP Gavin Konda,building,2706503,2706503,2706503,2024-12-01,2025-09-16,completed,Public Works Department (PWD),Apex Civil Enterprises,REG-MH-109,"996
Chawla Road, Khordha, PIN - 411001",APXCE7711Z,20.177492,85.632828,False,False,2024-25
M-NAG-2023-0354,MH-02,Nagpur,Maharashtra,MP Dayita Gara,road,486822,486822,486822,2023-02-01,2023-06-11,completed,Rural Engineering Services (RES),M/s Maa Durga Infrastructure,REG-BR-442,"H.No. 977
Mitra Zila, Nagpur, PIN - 800001",MDUIN9988K,21.17757,79.056121,True,True,2023-24
UP-KAN-2023-0355,UP-04,Kanpur Nagar,Uttar Pradesh,MP Meera Bala,community_hall,2814617,2559777,2412236,2023-10-25,,ongoing,Municipal Corporation Engineering Cell,"Arya, Rau and Badami Builders",REG-180,"H.No. 264, Gill, Kanpur Nagar, PIN - 826308",RQDTE9981N,26.483725,80.293189,False,False,2023-24
TN-CHE-2023-0356,TN-01,Chennai,Tamil Nadu,MP Darpan Shukla,drainage,1259655,1144829,1124508,2023-12-07,,stalled,Zila Parishad Engineering Division,Nagy and Sons Builders,REG-355,"H.No. 32
Bhardwaj Street, Chennai, PIN - 237253",RXWXU2864R,13.133349,80.26565,False,False,2023-24
MP-GWA-2024-0357,MP-04,Gwalior,Madhya Pradesh,MP Hemang Nagy,building,4010832,4010832,4010832,2024-02-04,2025-01-05,completed,Municipal Corporation Engineering Cell,Apex Civil Enterprises,REG-MH-109,"31, Bhattacharyya Circle, Gwalior, PIN - 411001",APXCE7711Z,26.224951,78.113251,False,False,2024-25
M-AUR-2023-0358,MH-05,Aurangabad,Maharashtra,MP Aadi Mittal,solar,663123,663123,663123,2023-11-02,2024-01-31,completed,Zila Parishad Engineering Division,Apex Civil Enterprises,REG-MH-109,"37/105, Mandal Circle, Aurangabad, PIN - 411001",APXCE7711Z,19.803888,75.278214,False,False,2023-24
T-HYD-2024-0359,TS-01,Hyderabad,Telangana,MP Bina Banerjee,water,982956,887978,810681,2024-09-07,2024-08-09,completed,District Rural Development Agency (DRDA),Royal Highway Builders,REG-RJ-551,"446, Dube Street, Hyderabad, PIN - 302001",RYHB8822P,17.370166,78.525332,True,True,2024-25
K-BEN-2023-0360,KA-01,Bengaluru Urban,Karnataka,MP Mitali Upadhyay,sanitation,540859,531545,483349,2023-05-06,2023-07-24,completed,Water Supply & Sanitation Board,Kakar Group Builders,REG-447,"H.No. 179, Gopal, Bengaluru Urban, PIN - 342335",LRJLC4408X,13.020796,77.619275,True,True,2023-24
T-WAR-2024-0361,TS-02,Warangal,Telangana,MP Xiti Rajagopalan,water,1070383,1060772,958939,2024-03-11,,ongoing,District Rural Development Agency (DRDA),Shree Ram Construction,REG-UP-001,"23/96
Walla, Warangal, PIN - 225001",ABCDE1234F,17.922311,79.611762,False,False,2024-25
T-WAR-2024-0362,TS-02,Warangal,Telangana,MP Siya Patla,sanitation,416188,359201,326661,2024-09-28,2024-08-25,completed,Zila Parishad Engineering Division,Apex Civil Enterprises,REG-MH-109,"H.No. 02
Brar Zila, Warangal, PIN - 411001",APXCE7711Z,18.038349,79.539936,True,True,2024-25
WB-HOW-2024-0363,WB-02,Howrah,West Bengal,MP Netra Ravi,water,602896,602896,602896,2024-11-05,2025-05-18,completed,Water Supply & Sanitation Board,Apex Civil Enterprises,REG-MH-109,"H.No. 298
Choudhry, Howrah, PIN - 411001",APXCE7711Z,22.581245,88.282749,False,False,2024-25
WB-MUR-2024-0364,WB-04,Murshidabad,West Bengal,MP Darpan Pai,sanitation,341860,341860,341860,2024-06-03,2024-07-18,completed,Municipal Corporation Engineering Cell,Shree Ram Construction,REG-UP-001,"181, Walla Zila, Murshidabad, PIN - 225001",ABCDE1234F,24.214467,88.239371,False,False,2024-25
B-DAR-2023-0365,BR-05,Darbhanga,Bihar,MP Ishita Ahuja,drainage,1030630,1030630,1030630,2023-10-13,2024-03-23,completed,Rural Engineering Services (RES),M/s Maa Durga Infrastructure,REG-BR-442,"59/875, Oza Path, Darbhanga, PIN - 800001",MDUIN9988K,26.149158,85.897419,False,False,2023-24
O-CUT-2024-0366,OD-02,Cuttack,Odisha,MP Shivani Nagar,road,1584704,1428394,1371882,2024-07-07,2024-12-25,completed,Municipal Corporation Engineering Cell,Shree Ram Construction,REG-UP-001,"36/97
Purohit Nagar, Cuttack, PIN - 225001",ABCDE1234F,20.400792,85.875533,True,True,2024-25
K-MYS-2024-0367,KA-02,Mysuru,Karnataka,MP Chandresh Gopal,sanitation,531073,531073,531073,2024-01-26,2024-03-05,completed,District Rural Development Agency (DRDA),Apex Civil Enterprises,REG-MH-109,"38/610
Agarwal Path, Mysuru, PIN - 411001",APXCE7711Z,12.258976,76.66111,False,False,2024-25
MP-IND-2024-0368,MP-02,Indore,Madhya Pradesh,MP Sanaya Chhabra,road,1147034,1090194,1009459,2024-12-15,2025-07-08,completed,Zila Parishad Engineering Division,"Wadhwa, Om and D’Alia Builders",REG-899,"H.No. 277, Ray Street, Indore, PIN - 793414",HYKVM7092C,22.782793,75.846265,True,True,2024-25
M-NAS-2024-0369,MH-03,Nashik,Maharashtra,MP Zayyan Parsa,community_hall,2022559,1889345,1869276,2024-06-23,2024-12-29,completed,Public Works Department (PWD),Nagy and Sons Builders,REG-355,"04/498
Parmar Chowk, Nashik, PIN - 237253",RXWXU2864R,20.033136,73.802358,True,True,2024-25
R-JOD-2023-0370,RJ-02,Jodhpur,Rajasthan,MP Mahika Palla,road,497217,497217,497217,2023-08-05,2024-01-05,completed,Public Works Department (PWD),M/s Maa Durga Infrastructure,REG-BR-442,"363, Bava Zila, Jodhpur, PIN - 800001",MDUIN9988K,26.274466,73.102418,True,True,2023-24
MP-JAB-2023-0371,MP-03,Jabalpur,Madhya Pradesh,MP Nachiket Jhaveri,community_hall,2902425,2550284,2468580,2023-10-13,2024-06-13,completed,Zila Parishad Engineering Division,Date-Saha Builders,REG-308,"H.No. 26
Contractor Zila, Jabalpur, PIN - 498712",JNJGN4094K,23.231705,79.908991,True,True,2023-24
MP-JAB-2024-0372,MP-03,Jabalpur,Madhya Pradesh,MP Ishaan Varkey,water,750617,650790,597152,2024-09-14,,ongoing,Municipal Corporation Engineering Cell,Pingle-Palla Builders,REG-571,"H.No. 12, Dar Circle, Jabalpur, PIN - 286405",JVMRR2896P,23.129803,80.001583,False,False,2024-25
G-RAJ-2023-0373,GJ-04,Rajkot,Gujarat,MP Gautam Bava,solar,544514,544514,544514,2023-02-26,2023-06-02,completed,Municipal Corporation Engineering Cell,Royal Highway Builders,REG-RJ-551,"H.No. 224
Jayaraman Path, Rajkot, PIN - 302001",RYHB8822P,22.343891,70.822012,False,False,2023-24
WB-MUR-2023-0374,WB-04,Murshidabad,West Bengal,MP Veer Choudhury,solar,516915,499614,477210,2023-11-10,2024-02-20,completed,Zila Parishad Engineering Division,Gade-Kota Builders,REG-700,"318, Subramaniam Ganj, Murshidabad, PIN - 698866",YRMCC4731B,24.232915,88.352288,True,True,2023-24
O-PUR-2023-0375,OD-03,Puri,Odisha,MP Zehaan Kumer,drainage,1441740,1441740,1441740,2023-06-26,2023-11-26,completed,District Rural Development Agency (DRDA),M/s Maa Durga Infrastructure,REG-BR-442,"34/969
Venkataraman Marg, Puri, PIN - 800001",MDUIN9988K,19.734165,85.896649,False,False,2023-24
T-NIZ-2024-0376,TS-03,Nizamabad,Telangana,MP Tanvi Wali,water,640488,567648,566143,2024-06-06,2025-01-03,completed,Municipal Corporation Engineering Cell,Dugar-Wali Builders,REG-902,"15
Chadha Marg, Nizamabad, PIN - 582436",BLVIT9370I,18.725068,78.142313,True,True,2024-25
R-JOD-2023-0377,RJ-02,Jodhpur,Rajasthan,MP Frado Bhandari,solar,1080000,1080000,1058400,2023-07-08,,ongoing,Zila Parishad Engineering Division,Royal Highway Builders,REG-RJ-551,"357
Tara Street, Jodhpur, PIN - 302001",RYHB8822P,26.292874,72.969749,False,False,2023-24
UP-BAR-2023-0378,UP-03,Barabanki,Uttar Pradesh,MP Dalbir Mammen,community_hall,1197179,1031747,968026,2023-01-20,2023-08-30,completed,Public Works Department (PWD),"Rama, Thaker and Chaudhari Builders",REG-978,"H.No. 03
Bose Street, Barabanki, PIN - 275657",POMIR0074D,26.948714,81.228714,True,True,2023-24
T-WAR-2024-0379,TS-02,Warangal,Telangana,MP Joshua Doshi,sanitation,463295,463295,463295,2024-05-22,2024-08-01,completed,District Rural Development Agency (DRDA),Apex Civil Enterprises,REG-MH-109,"44/18, Minhas Zila, Warangal, PIN - 411001",APXCE7711Z,17.906649,79.662452,False,False,2024-25
B-MUZ-2023-0380,BR-03,Muzaffarpur,Bihar,MP Om Walia,building,2036403,1794469,1633087,2023-02-16,2024-01-19,completed,District Rural Development Agency (DRDA),Parikh-Yohannan Builders,REG-990,"74/066
Vohra Chowk, Muzaffarpur, PIN - 835309",QGRSU0944Q,26.052672,85.438175,True,True,2023-24
M-NAS-2024-0381,MH-03,Nashik,Maharashtra,MP Siya Dash,building,2547200,2547200,2547200,2024-01-06,2024-10-09,completed,Municipal Corporation Engineering Cell,Surya Dev Projects Ltd,REG-MP-883,"H.No. 105, Divan Path, Nashik, PIN - 462001",SDPL4433Q,19.994926,73.808041,False,False,2024-25
O-PUR-2023-0382,OD-03,Puri,Odisha,MP Indali Krish,water,807972,748797,685324,2023-04-20,2023-08-24,completed,Public Works Department (PWD),"Sinha, Rattan and Sethi Builders",REG-146,"269, Bandi Marg, Puri, PIN - 167174",ZNHCF2105I,19.877272,85.75592,True,True,2023-24
UP-GOR-2024-0383,UP-07,Gorakhpur,Uttar Pradesh,MP Peter Bassi,water,600479,595646,591020,2024-08-24,2025-01-02,completed,Water Supply & Sanitation Board,Brar-Mand Builders,REG-674,"H.No. 679, Bhalla Road, Gorakhpur, PIN - 453939",DJTGJ6364T,26.71226,83.428566,True,True,2024-25
T-NIZ-2024-0384,TS-03,Nizamabad,Telangana,MP Ranbir Sinha,building,4111574,3998028,3847266,2024-07-15,,stalled,Zila Parishad Engineering Division,"Gulati, Ramachandran and Verma Builders",REG-877,"H.No. 257, Goel Road, Nizamabad, PIN - 143223",CYLGS2809U,18.66119,78.104843,False,False,2024-25
B-MUZ-2024-0385,BR-03,Muzaffarpur,Bihar,MP Vritti Bala,solar,1080000,1080000,1058400,2024-05-20,2024-09-07,completed,Public Works Department (PWD),National Infra Conclave,REG-DL-990,"924
Khurana Street, Muzaffarpur, PIN - 110001",NATIN3322R,26.069685,85.336329,True,True,2024-25
R-BIK-2023-0386,RJ-05,Bikaner,Rajasthan,MP Yashoda Dar,water,818471,783702,722085,2023-06-04,,stalled,Rural Engineering Services (RES),Bhatnagar-Ahluwalia Builders,REG-700,"H.No. 862, Raman Nagar, Bikaner, PIN - 360905",YRTFV2521X,28.086699,73.321762,False,False,2023-24
A-KAM-2023-0387,AS-01,Kamrup Metropolitan,Assam,MP Dayamai Chana,sanitation,529316,475149,442844,2023-10-21,2023-11-20,completed,Zila Parishad Engineering Division,"Chaudhary, Deep and Biswas Builders",REG-973,"H.No. 01
Sura Path, Kamrup Metropolitan, PIN - 386807",YDDCO2672U,26.192936,91.735984,True,True,2023-24
TN-TIR-2024-0388,TN-04,Tiruchirappalli,Tamil Nadu,MP Charvi Bumb,road,987610,987610,987610,2024-01-21,2024-07-27,completed,Municipal Corporation Engineering Cell,National Infra Conclave,REG-DL-990,"H.No. 27, Agarwal Chowk, Tiruchirappalli, PIN - 110001",NATIN3322R,10.716421,78.710055,False,False,2024-25
UP-LUC-2024-0389,UP-01,Lucknow,Uttar Pradesh,MP Arin Kari,road,893422,893422,893422,2024-02-27,2024-09-09,completed,Municipal Corporation Engineering Cell,Apex Civil Enterprises,REG-MH-109,"H.No. 08
Chaudry Chowk, Lucknow, PIN - 411001",APXCE7711Z,26.855732,80.916308,False,False,2024-25
G-RAJ-2024-0390,GJ-04,Rajkot,Gujarat,MP Ganga Ahluwalia,drainage,610607,528426,487420,2024-11-04,2025-05-12,completed,Water Supply & Sanitation Board,Trivedi Ltd Builders,REG-952,"07/44, Bains, Rajkot, PIN - 271450",USIAK2819U,22.240722,70.773857,True,True,2024-25
A-DIB-2023-0391,AS-02,Dibrugarh,Assam,MP Agastya Tak,solar,700697,600119,542987,2023-12-28,2024-05-24,completed,Rural Engineering Services (RES),Pillay Group Builders,REG-251,"35/403
Nori Marg, Dibrugarh, PIN - 797926",GMWBK6164H,27.434996,94.942067,True,True,2023-24
M-NAG-2024-0392,MH-02,Nagpur,Maharashtra,MP Vyanjana Divan,sanitation,344217,344217,344217,2024-11-15,2024-12-27,completed,Public Works Department (PWD),Apex Civil Enterprises,REG-MH-109,"06/652
Solanki, Nagpur, PIN - 411001",APXCE7711Z,21.117306,79.125138,False,False,2024-25
O-KHO-2024-0393,OD-01,Khordha,Odisha,MP Barkha Mani,road,1079317,1036457,954151,2024-09-27,2025-04-25,completed,District Rural Development Agency (DRDA),Pillay Group Builders,REG-251,"16
Thakkar Circle, Khordha, PIN - 797926",GMWBK6164H,20.256682,85.547443,True,True,2024-25
A-DIB-2024-0394,AS-02,Dibrugarh,Assam,MP Owen Natarajan,solar,624713,578282,573316,2024-05-23,2024-08-04,completed,Municipal Corporation Engineering Cell,"Bal, Hayer and Wali Builders",REG-486,"H.No. 65, Konda Zila, Dibrugarh, PIN - 816396",DGFQX8071I,27.454492,94.904389,True,True,2024-25
R-JAI-2023-0395,RJ-01,Jaipur,Rajasthan,MP Bimala Kuruvilla,sanitation,333980,295934,292800,2023-03-15,2023-06-18,completed,Rural Engineering Services (RES),Ramachandran Inc Builders,REG-729,"H.No. 95
Lad Circle, Jaipur, PIN - 566068",CIHLS1447L,26.836974,75.813202,True,True,2023-24
MP-IND-2024-0396,MP-02,Indore,Madhya Pradesh,MP Qushi Seshadri,solar,639231,552725,533303,2024-09-11,,ongoing,Municipal Corporation Engineering Cell,Shree Ram Construction,REG-UP-001,"H.No. 77, Kata Path, Indore, PIN - 225001",ABCDE1234F,22.686641,75.842131,False,False,2024-25
B-GAY-2023-0397,BR-02,Gaya,Bihar,MP Hardik Prabhu,road,1179333,1044670,995793,2023-02-02,2023-09-01,completed,Rural Engineering Services (RES),"Master, Sahota and Patel Builders",REG-613,"H.No. 72
Pai Road, Gaya, PIN - 268189",NMOUX4863P,24.852616,85.032122,True,True,2023-24
M-SOL-2023-0398,MH-06,Solapur,Maharashtra,MP Megha Koshy,building,4546991,4365485,3970077,2023-06-21,2023-06-05,completed,Water Supply & Sanitation Board,Apex Civil Enterprises,REG-MH-109,"37/41, Dube Marg, Solapur, PIN - 411001",APXCE7711Z,17.698155,75.96281,False,False,2023-24
WB-KOL-2023-0399,WB-01,Kolkata,West Bengal,MP Ekiya Mani,building,3571817,3571817,3571817,2023-11-16,2024-09-05,completed,Municipal Corporation Engineering Cell,M/s Maa Durga Infrastructure,REG-BR-442,"31/724, Choudhry Zila, Kolkata, PIN - 800001",MDUIN9988K,22.587641,88.439027,False,False,2023-24
WB-HOW-2023-0400,WB-02,Howrah,West Bengal,MP Mekhala Tata,road,1200006,1061097,1008376,2023-01-19,2023-07-07,completed,Zila Parishad Engineering Division,Raghavan-Buch Builders,REG-816,"347
Ratti Street, Howrah, PIN - 378690",BAGVQ2419O,22.531799,88.312223,True,True,2023-24
R-BIK-2023-0401,RJ-05,Bikaner,Rajasthan,MP Parth Sabharwal,drainage,587589,567716,559595,2023-06-10,,stalled,Water Supply & Sanitation Board,Din-Manne Builders,REG-333,"82, Deol Nagar, Bikaner, PIN - 643541",MNBWE1786D,27.960942,73.341625,False,False,2023-24
R-UDA-2023-0402,RJ-04,Udaipur,Rajasthan,MP Vrinda Shankar,drainage,393764,355928,346829,2023-04-19,2023-09-11,completed,Water Supply & Sanitation Board,"Ratta, Patla and Buch Builders",REG-782,"44/26
Mahajan Ganj, Udaipur, PIN - 756467",BADQB1240U,24.607597,73.786972,True,True,2023-24
B-MUZ-2024-0403,BR-03,Muzaffarpur,Bihar,MP Kashish Chand,community_hall,1731579,1543593,1418650,2024-06-13,,stalled,District Rural Development Agency (DRDA),"Joshi, Pillay and Natarajan Builders",REG-681,"H.No. 595, Chowdhury Marg, Muzaffarpur, PIN - 700984",YZEGI7357L,26.153194,85.418167,False,False,2024-25
UP-BAR-2023-0404,UP-03,Barabanki,Uttar Pradesh,MP Hardik Toor,drainage,1833679,1730203,1672123,2023-08-22,2024-03-04,completed,District Rural Development Agency (DRDA),"Minhas, Nori and Sur Builders",REG-328,"H.No. 079
Dutt, Barabanki, PIN - 650828",KIKSH0359F,26.893322,81.232266,True,True,2023-24
UP-BAR-2024-0405,UP-03,Barabanki,Uttar Pradesh,MP Charvi Chandra,drainage,1200920,1200920,1200920,2024-11-27,2025-05-18,completed,Zila Parishad Engineering Division,National Infra Conclave,REG-DL-990,"326
Hari Path, Barabanki, PIN - 110001",NATIN3322R,26.872006,81.118061,False,False,2024-25
M-AUR-2023-0406,MH-05,Aurangabad,Maharashtra,MP Jeet Shukla,drainage,1339865,1188874,1150651,2023-05-08,,ongoing,Zila Parishad Engineering Division,Gola-Ravi Builders,REG-858,"26/15
Chahal Zila, Aurangabad, PIN - 365761",LSIHV1866F,19.860058,75.407966,False,False,2023-24
A-KAM-2023-0407,AS-01,Kamrup Metropolitan,Assam,MP Thomas Mall,solar,676964,631703,587550,2023-11-25,2024-02-28,completed,Municipal Corporation Engineering Cell,"Kata, Dhingra and Rattan Builders",REG-788,"65
Bandi Path, Kamrup Metropolitan, PIN - 603446",MCKLG5025U,26.155166,91.756731,True,True,2023-24
G-RAJ-2024-0408,GJ-04,Rajkot,Gujarat,MP Bhanumati Pingle,water,891713,812830,733796,2024-08-12,,stalled,Public Works Department (PWD),Bali and Sons Builders,REG-765,"52/43, Madan Marg, Rajkot, PIN - 501559",ENPZY7673V,22.377099,70.789547,False,False,2024-25
TN-COI-2024-0409,TN-02,Coimbatore,Tamil Nadu,MP Varsha Sodhi,solar,535660,509151,481799,2024-01-25,,stalled,Zila Parishad Engineering Division,Tata Ltd Builders,REG-810,"71/578
Subramanian Nagar, Coimbatore, PIN - 248595",AMDFR0689N,11.071072,76.889345,False,False,2024-25
WB-HOW-2024-0410,WB-02,Howrah,West Bengal,MP Oviya Rama,community_hall,1602760,1602760,1602760,2024-01-04,2024-08-28,completed,Rural Engineering Services (RES),National Infra Conclave,REG-DL-990,"08/855
Singhal Chowk, Howrah, PIN - 110001",NATIN3322R,22.538864,88.302068,False,False,2024-25
K-MAN-2023-0411,KA-04,Mangaluru,Karnataka,MP Leena Chokshi,sanitation,493287,493287,493287,2023-05-21,2023-06-20,completed,District Rural Development Agency (DRDA),Royal Highway Builders,REG-RJ-551,"84
Soman Path, Mangaluru, PIN - 302001",RYHB8822P,12.844843,74.800484,True,True,2023-24
MP-IND-2023-0412,MP-02,Indore,Madhya Pradesh,MP Ikbal Sundaram,road,1526051,1526051,1526051,2023-05-13,2023-10-20,completed,Rural Engineering Services (RES),Shree Ram Construction,REG-UP-001,"222
Chaudhary Path, Indore, PIN - 225001",ABCDE1234F,22.77709,75.876445,False,False,2023-24
M-THA-2023-0413,MH-04,Thane,Maharashtra,MP Reva Pandya,building,2495057,2299004,2135783,2023-03-17,2024-01-09,completed,Rural Engineering Services (RES),Shree Ram Construction,REG-UP-001,"89/177, Kala Nagar, Thane, PIN - 225001",ABCDE1234F,19.197074,72.942129,True,True,2023-24
WB-KOL-2024-0414,WB-01,Kolkata,West Bengal,MP Wriddhish Barman,road,2780000,2780000,2724400,2024-01-19,2024-07-02,completed,Water Supply & Sanitation Board,M/s Maa Durga Infrastructure,REG-BR-442,"563
Bera Path, Kolkata, PIN - 800001",MDUIN9988K,22.646647,88.358765,True,True,2024-25
R-UDA-2023-0415,RJ-04,Udaipur,Rajasthan,MP Nihal Char,solar,571787,500985,458471,2023-06-23,,stalled,Public Works Department (PWD),Bhatia-Sha Builders,REG-525,"57
Krishnamurthy Chowk, Udaipur, PIN - 846038",RQYJF9449L,24.578917,73.769886,False,False,2023-24
G-AHM-2024-0416,GJ-01,Ahmedabad,Gujarat,MP Faras Dhingra,drainage,497007,497007,497007,2024-08-20,,stalled,Municipal Corporation Engineering Cell,M/s Maa Durga Infrastructure,REG-BR-442,"210, Oak Circle, Ahmedabad, PIN - 800001",MDUIN9988K,22.963208,72.543252,False,False,2024-25
B-PAT-2023-0417,BR-01,Patna,Bihar,MP Aarini Bhatt,road,1599771,1595290,1564749,2023-08-22,2023-07-09,completed,Rural Engineering Services (RES),Apex Civil Enterprises,REG-MH-109,"H.No. 99
Pillai Path, Patna, PIN - 411001",APXCE7711Z,25.658067,85.08544,True,True,2023-24
UP-MEE-2023-0418,UP-09,Meerut,Uttar Pradesh,MP Warjas Kaur,road,1901249,1624463,1490293,2023-08-25,2024-01-22,completed,Municipal Corporation Engineering Cell,"Kant, Nanda and Lalla Builders",REG-848,"70/076
Ghose Ganj, Meerut, PIN - 590718",KTSWL4588C,28.964921,77.784619,True,True,2023-24
O-PUR-2024-0419,OD-03,Puri,Odisha,MP Qabil Pal,building,3171355,2707184,2696309,2024-09-26,2025-07-26,completed,District Rural Development Agency (DRDA),"Tailor, Bir and Manne Builders",REG-320,"497, Parmar Street, Puri, PIN - 504468",XJEDR0790Q,19.738818,85.77369,True,True,2024-25
O-CUT-2024-0420,OD-02,Cuttack,Odisha,MP Vedika Goswami,community_hall,4420000,4420000,4331600,2024-04-27,,stalled,Water Supply & Sanitation Board,Shree Ram Construction,REG-UP-001,"91/617
Solanki Ganj, Cuttack, PIN - 225001",ABCDE1234F,20.510755,85.87302,False,False,2024-25
M-PUN-2024-0421,MH-01,Pune,Maharashtra,MP Kavya Mand,sanitation,770000,770000,754600,2024-02-04,2024-03-25,completed,Public Works Department (PWD),Surya Dev Projects Ltd,REG-MP-883,"57
Hayre, Pune, PIN - 462001",SDPL4433Q,18.502868,73.833965,True,True,2024-25
B-GAY-2024-0422,BR-02,Gaya,Bihar,MP Hema Saxena,sanitation,503887,436684,413582,2024-07-20,2024-10-31,completed,Public Works Department (PWD),"Iyer, Gupta and Bobal Builders",REG-584,"H.No. 61
Peri, Gaya, PIN - 364801",BAINH4578S,24.716564,84.987625,True,True,2024-25
T-HYD-2023-0423,TS-01,Hyderabad,Telangana,MP Hemang Chakrabarti,community_hall,3145256,3100117,3008071,2023-04-16,2024-02-15,completed,Municipal Corporation Engineering Cell,"Shere, Konda and Cherian Builders",REG-583,"24
Raval Ganj, Hyderabad, PIN - 143276",SKVTP0309C,17.461969,78.558685,True,True,2023-24
O-CUT-2023-0424,OD-02,Cuttack,Odisha,MP Pranit Karpe,road,1472304,1346756,1252943,2023-01-16,2023-06-01,completed,Public Works Department (PWD),Garg Ltd Builders,REG-405,"40/669
Sethi Zila, Cuttack, PIN - 779987",CLLYW2519U,20.531499,85.807017,True,True,2023-24
UP-KAN-2024-0425,UP-04,Kanpur Nagar,Uttar Pradesh,MP Yadavi Master,drainage,2160000,2160000,2116800,2024-12-05,,stalled,District Rural Development Agency (DRDA),Shree Ram Construction,REG-UP-001,"H.No. 78, Sathe Chowk, Kanpur Nagar, PIN - 225001",ABCDE1234F,26.426186,80.3068,False,False,2024-25
B-PAT-2023-0426,BR-01,Patna,Bihar,MP Agastya Dave,drainage,660808,569280,519565,2023-01-28,2023-06-16,completed,Water Supply & Sanitation Board,"Pandya, Loyal and Taneja Builders",REG-701,"23/522, Rout Marg, Patna, PIN - 300802",VBZQL6387U,25.521095,85.113547,True,True,2023-24
G-SUR-2023-0427,GJ-02,Surat,Gujarat,MP Alexander Sridhar,road,2101349,2042540,2021632,2023-05-18,2023-11-26,completed,Municipal Corporation Engineering Cell,Vala-Bobal Builders,REG-373,"22/816
Venkataraman Zila, Surat, PIN - 649403",UVUON5192S,21.204301,72.901728,True,True,2023-24
WB-MUR-2023-0428,WB-04,Murshidabad,West Bengal,MP Luke Saran,road,963803,963803,963803,2023-06-14,2023-11-29,completed,Public Works Department (PWD),National Infra Conclave,REG-DL-990,"43
Dave Path, Murshidabad, PIN - 110001",NATIN3322R,24.132786,88.318905,False,False,2023-24
A-DIB-2023-0429,AS-02,Dibrugarh,Assam,MP Aarnav Gokhale,sanitation,770000,770000,754600,2023-01-08,,ongoing,Zila Parishad Engineering Division,Apex Civil Enterprises,REG-MH-109,"H.No. 786
Bains Zila, Dibrugarh, PIN - 411001",APXCE7711Z,27.436048,94.926118,False,False,2023-24
